First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2	Column 75
Louis LABAT 	LABAT 	Louis	M	 	 26, rue de la Salie, Bayonne (Basses-Pyrénées).	 26, rue de la Salie, Bayonne (Basses-Pyrénées).	United States of America	 	Bayonne	40.6624,-74.1102	40.6624	-74.1102	26	rue de la Salie	43.49034,-1.47575	43.49034	-1.47575	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	305	Les Joncs.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Louis LABAT 	LABAT 	Louis	M	 	 26, rue de la Salie, Bayonne (Basses-Pyrénées).	 26, rue de la Salie, Bayonne (Basses-Pyrénées).	United States of America	 	Bayonne	40.6624,-74.1102	40.6624	-74.1102	26	rue de la Salie	43.49034,-1.47575	43.49034	-1.47575	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306	Portrait de M. Herrel.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Albert de LACLOS 	LACLOS 	Albert de	M	 	 16, rue du Pré-aux-Clercs, Paris.	 16, rue du Pré-aux-Clercs, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	16	rue du Pré-aux-Clercs	48.8562,2.3301	48.8562	2.3301	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	307	Bords de rivière.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Céline LAGUARDE 	LAGUARDE 	Mlle Céline	F	Photo-Club de Paris	  P. C. P. Villa des Pins, Aix-en-Provence.	   Villa des Pins, Aix-en-Provence.	France	 	Aix-en-Provence	43.527777777778,5.4455555555556	43.527777777778	5.4455555555556	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	308	La Mèche Blonde.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Céline LAGUARDE 	LAGUARDE 	Mlle Céline	F	Photo-Club de Paris	  P. C. P. Villa des Pins, Aix-en-Provence.	   Villa des Pins, Aix-en-Provence.	France	 	Aix-en-Provence	43.527777777778,5.4455555555556	43.527777777778	5.4455555555556	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	309	Étude.	B. B.		B. B.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Céline LAGUARDE 	LAGUARDE 	Mlle Céline	F	Photo-Club de Paris	  P. C. P. Villa des Pins, Aix-en-Provence.	   Villa des Pins, Aix-en-Provence.	France	 	Aix-en-Provence	43.527777777778,5.4455555555556	43.527777777778	5.4455555555556	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	310	Figure allégorique du Printemps.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Céline LAGUARDE 	LAGUARDE 	Mlle Céline	F	Photo-Club de Paris	  P. C. P. Villa des Pins, Aix-en-Provence.	   Villa des Pins, Aix-en-Provence.	France	 	Aix-en-Provence	43.527777777778,5.4455555555556	43.527777777778	5.4455555555556	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311	Enfant de chœur.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Céline LAGUARDE 	LAGUARDE 	Mlle Céline	F	Photo-Club de Paris	  P. C. P. Villa des Pins, Aix-en-Provence.	   Villa des Pins, Aix-en-Provence.	France	 	Aix-en-Provence	43.527777777778,5.4455555555556	43.527777777778	5.4455555555556	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	312	Les Petits Bonnets.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice LAILLER 	LAILLER 	Maurice	M	 	 86, rue de Miromesnil, Paris.	 86, rue de Miromesnil, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	86	rue de Miromesnil	48.876,2.3157	48.876	2.3157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	313	Après la Moisson.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice LAILLER 	LAILLER 	Maurice	M	 	 86, rue de Miromesnil, Paris.	 86, rue de Miromesnil, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	86	rue de Miromesnil	48.876,2.3157	48.876	2.3157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	314	La Hutte au bois.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice LAILLER 	LAILLER 	Maurice	M	 	 86, rue de Miromesnil, Paris.	 86, rue de Miromesnil, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	86	rue de Miromesnil	48.876,2.3157	48.876	2.3157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	315	Temps d’Automne.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alvin LANGDON COBURN 	LANGDON COBURN 	Alvin	M	 	 827, Boylston Street, Boston (U. S. A.).	 827, Boylston Street, Boston (U. S. A.).	United States of America	 	Boston	42.360277777777775,-71.05777777777777	42.360277777777775	-71.05777777777777	827	Boylston Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	316	Le Stryge. Notre-Dame. Pl.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alvin LANGDON COBURN 	LANGDON COBURN 	Alvin	M	 	 827, Boylston Street, Boston (U. S. A.).	 827, Boylston Street, Boston (U. S. A.).	United States of America	 	Boston	42.360277777777775,-71.05777777777777	42.360277777777775	-71.05777777777777	827	Boylston Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	317	Bords de rivière. Pl.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alvin LANGDON COBURN 	LANGDON COBURN 	Alvin	M	 	 827, Boylston Street, Boston (U. S. A.).	 827, Boylston Street, Boston (U. S. A.).	United States of America	 	Boston	42.360277777777775,-71.05777777777777	42.360277777777775	-71.05777777777777	827	Boylston Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	318	L'Auberge. Pl.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice LANGLOIS 	LANGLOIS 	Maurice	M	Société Versaillaise de Photographie / Société d'Excursions des Amateurs de Photographie	  S. V. P. - S. A. E. 15, rue Hoche, Versailles (Seine-et-Oise).	15, rue Hoche, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	15	rue Hoche				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	319	Marine.	A. Vu.	Agrandissement	Virage à l'azotate d'urane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
F. LANGOIT 	LANGOIT 	F.		 	 23 bis, avenue Niel, Paris.	 23 bis, avenue Niel, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	23	avenue Niel	48.88123,2.29546	48.88123	2.29546	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	320	“ Dédette ”. Portrait.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Charles de LASSENCE 	LASSENCE 	Mme Charles de	F	 	  Le Chalet, Petit-Boulevard, Pau (Basses-Pyrénées).	  Le Chalet, Petit-Boulevard, Pau (Basses-Pyrénées).	France	 	Pau	43.300833333333,-0.37	43.300833333333	-0.37	 	  Le Chalet, Petit-Boulevard				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	321	Étude d'enfant.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LE BÈGUE 	LE BÈGUE 	René	M	Photo-Club de Paris	  P. C. P. 51, rue Le Peletier, Paris.	   51, rue Le Peletier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	51	rue Le Peletier	48.8739,2.33901	48.8739	2.33901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	322	Esquisse.	Br.		Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LE BÈGUE 	LE BÈGUE 	René	M	Photo-Club de Paris	  P. C. P. 51, rue Le Peletier, Paris.	   51, rue Le Peletier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	51	rue Le Peletier	48.8739,2.33901	48.8739	2.33901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	323	Étude pour une enseigne.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LE BÈGUE 	LE BÈGUE 	René	M	Photo-Club de Paris	  P. C. P. 51, rue Le Peletier, Paris.	   51, rue Le Peletier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	51	rue Le Peletier	48.8739,2.33901	48.8739	2.33901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	324	Femme drapée.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LE BÈGUE 	LE BÈGUE 	René	M	Photo-Club de Paris	  P. C. P. 51, rue Le Peletier, Paris.	   51, rue Le Peletier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	51	rue Le Peletier	48.8739,2.33901	48.8739	2.33901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	325	Éventail.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LEDARD 	LEDARD 	René	M	Photo-Club de Paris	  P. C. P. 37, rue Godot-de-Mauroy, Paris.	   37, rue Godot-de-Mauroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	37	rue Godot-de-Mauroy	48.8717,2.32718	48.8717	2.32718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	326	Portrait de Madame R.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LEDARD 	LEDARD 	René	M	Photo-Club de Paris	  P. C. P. 37, rue Godot-de-Mauroy, Paris.	   37, rue Godot-de-Mauroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	37	rue Godot-de-Mauroy	48.8717,2.32718	48.8717	2.32718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	327	Marine.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LEDARD 	LEDARD 	René	M	Photo-Club de Paris	  P. C. P. 37, rue Godot-de-Mauroy, Paris.	   37, rue Godot-de-Mauroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	37	rue Godot-de-Mauroy	48.8717,2.32718	48.8717	2.32718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	328	Sous les Grands Arbres.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LEDARD 	LEDARD 	René	M	Photo-Club de Paris	  P. C. P. 37, rue Godot-de-Mauroy, Paris.	   37, rue Godot-de-Mauroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	37	rue Godot-de-Mauroy	48.8717,2.32718	48.8717	2.32718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	329	Inondation sur les bords de la Loire.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
René LEDARD 	LEDARD 	René	M	Photo-Club de Paris	  P. C. P. 37, rue Godot-de-Mauroy, Paris.	   37, rue Godot-de-Mauroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	37	rue Godot-de-Mauroy	48.8717,2.32718	48.8717	2.32718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	330	Matinée d'Automne.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Paul LE ROUX 	LE ROUX 	Paul	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 48, boulevard Malesherbes, Paris.	 48, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	48	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	331	Près de la Roche-Guyon.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Paul LE ROUX 	LE ROUX 	Paul	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 48, boulevard Malesherbes, Paris.	 48, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	48	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	332	Sur le Lay (Vendée).				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Paul LE ROUX 	LE ROUX 	Paul	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 48, boulevard Malesherbes, Paris.	 48, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	48	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	333	Marais mouillés (Vendée).				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte de LESTRANGE 	LESTRANGE 	Comte de	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 43, avenue Montaigne, Paris.	 43, avenue Montaigne, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	43	avenue Montaigne	48.866667,2.306111	48.866667	2.306111	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	334	Sur la Seine.	S.		Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte de LESTRANGE 	LESTRANGE 	Comte de	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 43, avenue Montaigne, Paris.	 43, avenue Montaigne, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	43	avenue Montaigne	48.866667,2.306111	48.866667	2.306111	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	335	Feuilles mortes à Trianon.	Ch. V.		Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ferdinand	LEYS 	Ferdinand	M	Cercle L'Effort	  C. EFF. 26, rue Ernest-Allard (Bruxelles).	   26, rue Ernest-Allard (Bruxelles).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	26	Rue Ernest Allard - Ernest Allardstraat	50.839584,4.353955	50.839584	4.353955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	336	Pauvre Bourg.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ferdinand	LEYS 	Ferdinand	M	Cercle L'Effort	  C. EFF. 26, rue Ernest-Allard (Bruxelles).	   26, rue Ernest-Allard (Bruxelles).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	26	Rue Ernest Allard - Ernest Allardstraat	50.839584,4.353955	50.839584	4.353955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	337	L'Heure de l'Office.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ferdinand	LEYS 	Ferdinand	M	Cercle L'Effort	  C. EFF. 26, rue Ernest-Allard (Bruxelles).	   26, rue Ernest-Allard (Bruxelles).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	26	Rue Ernest Allard - Ernest Allardstraat	50.839584,4.353955	50.839584	4.353955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	338	Via Serbelloni.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ferdinand	LEYS 	Ferdinand	M	Cercle L'Effort	  C. EFF. 26, rue Ernest-Allard (Bruxelles).	   26, rue Ernest-Allard (Bruxelles).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	26	Rue Ernest Allard - Ernest Allardstraat	50.839584,4.353955	50.839584	4.353955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	339	La Rentrée.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Ferdinand	LEYS 	Ferdinand	M	Cercle L'Effort	  C. EFF. 26, rue Ernest-Allard (Bruxelles).	   26, rue Ernest-Allard (Bruxelles).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	26	Rue Ernest Allard - Ernest Allardstraat	50.839584,4.353955	50.839584	4.353955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	340	Profil.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Capitaine du LOUP 	LOUP 	Capitaine du	M	 	 93, rue de Prony, Paris.	 93, rue de Prony, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	93	rue de Prony	48.8841,2.29996	48.8841	2.29996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	341	Cascades du Cydnus. A. Br.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Edmond MABIRE 	MABIRE 	Edmond	M	 	 6, rue de Madrid, Paris.	 6, rue de Madrid, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	6	rue de Madrid	48.8784,2.32034	48.8784	2.32034	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	342	Portrait de M. B.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
MAHY	MAHY			 	 Bruxelles.	 Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	343	Neiges.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
MAHY	MAHY			 	 Bruxelles.	 Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	344	Moutons.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Henri MALLET 	MALLET 	Henri	M	 	  Villa Jeanne, Nice-Baumettes (Alpes-Maritimes).	  Villa Jeanne, Nice-Baumettes (Alpes-Maritimes).	France	 	Nice	43.701944444444,7.2683333333333	43.701944444444	7.2683333333333	 	  Villa Jeanne				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	345	Port de Marseille.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Henri MALLET 	MALLET 	Henri	M	 	  Villa Jeanne, Nice-Baumettes (Alpes-Maritimes).	  Villa Jeanne, Nice-Baumettes (Alpes-Maritimes).	France	 	Nice	43.701944444444,7.2683333333333	43.701944444444	7.2683333333333	 	  Villa Jeanne				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	346	Coucher de Soleil à Boulogne-sur-Mer.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
M. MALOFF CHRYSOPRAZE 	MALOFF CHRYSOPRAZE 	M.		 	 134, boulevard du Montparnasse, Paris.	 134, boulevard du Montparnasse, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	134	boulevard du Montparnasse	48.84278,2.32722	48.84278	2.32722	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	347	Par un Soir de Gros Temps.	A. Ch. Fr.	Agrandissement	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
M. MALOFF CHRYSOPRAZE 	MALOFF CHRYSOPRAZE 	M.		 	 134, boulevard du Montparnasse, Paris.	 134, boulevard du Montparnasse, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	134	boulevard du Montparnasse	48.84278,2.32722	48.84278	2.32722	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	348	Clair de Lune.	A. Ch. Fr.	Agrandissement	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
